action_profile,active_session_count,audit_rate,audit_selected,backend_budget_hit,backend_name,budget_hit,candidate_safe_count,config,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,diagnostic_only,drift_state,epsilon,error,evicted_kv_mib,exact,fallback_reason,global_budget_mib,global_resident_kv_mib,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,observed_quality_loss,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,policy_budget_filtered,pred_loss,predicted_quality_loss,primary_profile,quality_estimate,quality_loss,quality_status,queue_delay_ms,reason,recompute_ms,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,risk_upper,run_dir,safe,safety_reason,session_id,task,ttft_ms,turn_index,violation_status
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,,True,,,,0,True,,4.962890625,1.1484375,1.1484375,1.1484375,1.1484375,40643.27654290199,unknown,True,,True,,False,,15045.32470703125,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.018957138061523438,full precision exact profile,0.0,,,,hybrid-session-018-turn-0,1.1484375,0.0,1.1484375,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,,,hybrid-session-018,chat,39556.90996280126,0,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,,True,,,,0,True,,4.962890625,2.953125,2.953125,2.953125,1.8046875,1551.738582085818,unknown,True,,True,,False,,15062.81591796875,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-018-turn-1,2.953125,1.1484375,2.953125,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,,,hybrid-session-018,chat,107.68555104732513,1,risk_evidence_insufficient
full_gpu,1.0,0.1,False,True,online_qwen,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,,True,,,,9.296875,True,,4.962890625,0.0,0.0,9.296875,6.34375,1554.3688479810953,unknown,True,,True,,False,,15192.75048828125,False,full_lru,True,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-018-turn-2,0.0,2.953125,0.0,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,,,hybrid-session-018,qa,122.95078695751727,2,risk_evidence_insufficient
full_gpu,1.0,0.1,False,True,online_qwen,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,,True,,,,10.6640625,True,,4.962890625,0.0,0.0,10.6640625,10.6640625,1563.3258370216936,unknown,True,,True,,False,,15308.87744140625,False,full_lru,True,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,127.92478897608817,,,,hybrid-session-018-turn-3,0.0,0.0,0.0,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,,,hybrid-session-018,qa,128.78622696734965,3,risk_evidence_insufficient
full_gpu,1.0,0.1,False,True,online_qwen,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,,True,,,,12.6328125,True,,4.962890625,0.0,0.0,12.6328125,12.6328125,1588.4588279295713,unknown,True,,True,,False,,15364.46923828125,False,full_lru,True,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,150.6218130234629,,,,hybrid-session-018-turn-4,0.0,0.0,0.0,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,,,hybrid-session-018,qa,151.70508087612689,4,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,0.05,True,,0.05,,0,True,,4.962890625,1.1484375,1.1484375,1.1484375,1.1484375,41937.41797208786,unknown,True,,True,,False,,15045.32470703125,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,0.0,,,,hybrid-session-018-turn-0,1.1484375,0.0,1.1484375,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,True,exact fallback,hybrid-session-018,chat,40483.07523895055,0,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,0.05,True,,0.05,,0,True,,4.962890625,2.953125,2.953125,2.953125,1.8046875,1560.898687923327,unknown,True,,True,,False,,15062.81591796875,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,0.0,,,,hybrid-session-018-turn-1,2.953125,1.1484375,2.953125,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,True,exact fallback,hybrid-session-018,chat,102.60771703906357,1,risk_evidence_insufficient
full_gpu,1.0,0.1,False,True,online_qwen,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,0.05,True,,0.05,,9.296875,True,,4.962890625,0.0,0.0,9.296875,6.34375,1567.85897212103,unknown,True,,True,,False,,15192.75048828125,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,0.0,,,,hybrid-session-018-turn-2,0.0,2.953125,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,True,exact fallback,hybrid-session-018,qa,118.80088201723993,2,risk_evidence_insufficient
full_gpu,1.0,0.1,False,True,online_qwen,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,0.05,True,,0.05,,10.6640625,True,,4.962890625,0.0,0.0,10.6640625,10.6640625,1590.2108040172607,unknown,True,,True,,False,,15308.87744140625,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,137.572264065966,,,,hybrid-session-018-turn-3,0.0,0.0,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,True,exact fallback,hybrid-session-018,qa,138.60617415048182,3,risk_evidence_insufficient
full_gpu,1.0,0.1,False,True,online_qwen,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch008.yaml,,,,,0.05,True,,0.05,,12.6328125,True,,4.962890625,0.0,0.0,12.6328125,12.6328125,1591.0905019845814,unknown,True,,True,,False,,15364.46923828125,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,147.1635310444981,,,,hybrid-session-018-turn-4,0.0,0.0,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch008,True,exact fallback,hybrid-session-018,qa,148.02578603848815,4,risk_evidence_insufficient
