action_profile,audit_rate,candidate_safe_count,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,drift_state,epsilon,error,exact,fallback_reason,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,pred_loss,quality_loss,reason,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_memory_mib,risk_upper,safe,task,ttft_ms
engine_full_lru,,,,,,,,,,,True,,0.0,24696.042094379663,medium,True,True,,False,,928.859375,False,full_lru,,0.0,full precision exact profile,,,,e0_calib_medium_001,928.859375,,,qa,
engine_full_lru,,1.0,0.0007003545761108398,0.009741634130477905,0.0008903443813323975,0.007953494787216187,0.05,,0.05,,True,,0.0,24696.042094379663,medium,True,True,,False,,928.859375,False,tailguard,0.0,0.0,tailguard calibrated safe,,,,e0_calib_medium_001,928.859375,0.0,True,qa,
engine_full_lru,,,,,,,0.05,,0.05,,True,,0.0,24696.042094379663,medium,True,True,,True,0.005837529897689819,928.859375,False,quality_oracle,0.0,0.0,quality oracle,,,,e0_calib_medium_001,928.859375,0.0,True,qa,
