policy,memory_budget_mib,epsilon,delta,count,ok_count,session_count,budget_hit_count,budget_hit_rate,restore_count,restore_time_ms_total,recompute_count,recompute_time_ms_total,queue_event_count,queue_delay_ms_mean,evict_event_count,session_reuse_evidence,backend_event_evidence
static_best,120.258,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
static_safe,120.258,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,2.0,0.0007052458822727203,0.0,True,True
uncalibrated_dynamic,120.258,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
utility_dynamic,120.258,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
full_lru,120.258,0.1,0.1,64.0,64.0,13.0,29.0,0.453125,0.0,0,28.0,4003.665552707389,0.0,0.0,29.0,True,True
static_best,120.258,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
static_safe,120.258,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,1.0,0.00041123107075691223,0.0,True,True
uncalibrated_dynamic,120.258,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
utility_dynamic,120.258,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
full_lru,469.602,0.05,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,1.0,0.00030218809843063354,0.0,True,True
static_best,469.602,0.05,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
static_safe,469.602,0.05,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0005121082067489624,0.0,True,True
uncalibrated_dynamic,469.602,0.05,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,1.0,0.00019234046339988708,0.0,True,True
utility_dynamic,469.602,0.05,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
full_lru,469.602,0.05,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
static_best,469.602,0.05,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
static_safe,469.602,0.05,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
uncalibrated_dynamic,469.602,0.05,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
utility_dynamic,469.602,0.05,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
full_lru,469.602,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
static_best,469.602,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,1.0,0.00017098337411880493,0.0,True,True
static_safe,469.602,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
uncalibrated_dynamic,469.602,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
utility_dynamic,469.602,0.1,0.05,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
full_lru,469.602,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
static_best,469.602,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
static_safe,469.602,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,1.0,0.00038554519414901733,0.0,True,True
uncalibrated_dynamic,469.602,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
utility_dynamic,469.602,0.1,0.1,64.0,64.0,13.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,True,False
