section,name,ok,error,diagnostic_output,session_trace_output,trace_semantics_gate_output,risk_signal_gate_output,policy_comparison_status,failures,config,run_dir,visual_outputs,visual_error,profile_rows,policy_rows,epsilon,delta,memory_budget_mib,count,ok_count,measured_count,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_kv_cache_memory_mib,p95_kv_cache_memory_mib,mean_global_resident_kv_mib,p95_global_resident_kv_mib,mean_quality_loss,mean_quality_estimate,p50_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,delta_slack,worst_group_violation,safe_ratio,fallback_ratio,exact_fallback_ratio,exact_action_ratio,lossy_action_ratio,unique_action_count,identical_to_full_lru,unsafe_action_count,candidate_safe_count,action_distribution,has_h0_tail_metrics,has_h1_coverage_metrics,has_h2_lite_benefit_metrics,deployable_baseline_names,experiment_type,backend_events_applicable,backend_semantics_status,backend_not_applicable_reason,session_reuse_evidence,global_resident_evolution,backend_event_evidence,active_session_peak,audit_rate,audit_sample_count,backend_distribution,budget_hit_count,budget_hit_rate,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,drift_state,evict_event_count,length_bucket_distribution,mean_cumulative_kv_mib,mean_resident_kv_mib,multi_turn_session_count,optimality_gap,oracle,oracle_cost_ms,placeholder,policy_budget_filter_rate,pred_loss_mean,primary_metric_distribution,profile_residence_share,queue_delay_ms,queue_event_count,recompute_count,recompute_time_ms,recompute_time_ms_total,restore_count,restore_time_ms,restore_time_ms_total,risk_upper_mean,session_count,switch_count,target_delta,task_distribution,task_length_distribution,triggered_evict,triggered_queue,triggered_recompute,triggered_restore,violation_rate_eps0p05
experiment,pilot-smoke-measured,False,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch003/session_traces/diagnostic_session27_trace_batch003.csv,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch003/profile_tables/pilot_session_trace_semantics_gate.json,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch003/profile_tables/pilot_session_risk_signal_gate.json,risk_evidence_insufficient,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch003,[],,80,50,0.05,0.05,42.46484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,"[""full_lru"", ""static_best"", ""static_safe"", ""utility_dynamic"", ""uncalibrated_dynamic""]",baseline_session,True,validated,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile,full_gpu,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,42.46484375,10.0,10.0,10.0,725.0186304328963,,4028.6170539911836,4028.6170539911836,15883.85234375,18205.99609375,31.17734375,114.3515625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_exact_runtime"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_4bit_residual32,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,42.46484375,10.0,10.0,10.0,804.7645596787333,,3632.5044359546155,3632.5044359546155,15861.906005859375,18111.43701171875,10.6283447265625,36.543212890625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_4bit_residual64,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,42.46484375,10.0,10.0,10.0,439.9895733455196,,1329.3159599415958,1329.3159599415958,15862.748583984376,18111.53857421875,11.4310546875,37.746337890625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_2bit_residual32,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,42.46484375,10.0,10.0,10.0,433.1487810239196,,1325.5865550599992,1325.5865550599992,15855.795849609374,18096.95068359375,6.8921630859375,22.396240234375,,,0.017156862745098034,,,0.17156862745098034,0.17156862745098034,0.17156862745098034,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.1
profile,kivi_2bit_residual64,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,42.46484375,10.0,10.0,10.0,432.43378098122776,,1328.9686560165137,1328.9686560165137,15857.383154296875,18097.66162109375,7.8408203125,23.818115234375,,,0.017156862745098034,,,0.17156862745098034,0.17156862745098034,0.17156862745098034,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.1
profile,h2o_heavy10_recent10,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,42.46484375,10.0,10.0,10.0,831.333291134797,,4033.2640050910413,4033.2640050910413,15855.576806640625,18125.130859375,6.050103759765625,22.72906494140625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,h2o_heavy15_recent15,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,42.46484375,10.0,10.0,10.0,396.81113737169653,,1375.9690639562905,1375.9690639562905,15858.703076171874,18135.63916015625,9.102606201171875,34.14849853515625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,h2o_heavy20_recent20,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,42.46484375,10.0,10.0,10.0,440.67752198316157,,1377.6518998201936,1377.6518998201936,15862.55888671875,18146.6474609375,12.155108642578124,45.56793212890625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
policy,full_lru,True,,,,,,risk_evidence_insufficient,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch003.yaml,,,,,,0.05,0.05,9.4609375,5.0,5.0,,8097.228521757573,153.52947590872645,39902.75178382546,39902.75178382546,15261.5123046875,15473.68603515625,1.575,5.25,1.575,5.25,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 5}",,,,,baseline_session,True,validated,,True,True,True,1.0,0.1,0.0,,3.0,0.6,,,,,,3.0,"{""unknown"": 5}",10.4234375,1.575,1.0,,False,,False,0.6,,,"{""full_gpu"": 1.0}",0.00308837890625,1.0,2.0,177.08816553931683,354.17633107863367,0.0,,0,,1.0,0.0,0.05,"{""chat"": 2, ""qa"": 3}","{""chat/unknown"": 2, ""qa/unknown"": 3}",True,True,True,False,
