adapter,budget_hit,error,evicted_kv_mib,extra_backend,extra_env,extra_failure_stage,extra_family,extra_gpu0_free_mib,extra_gpu0_total_mib,extra_gpu0_used_mib,extra_gpu1_free_mib,extra_gpu1_total_mib,extra_gpu1_used_mib,extra_model,extra_profile,extra_profile_note,extra_runtime_cuda_visible_devices,extra_runtime_device_strategy,extra_stage_decode_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_unsupported,extra_worker_cuda_visible_devices,extra_worker_device_strategy,extra_worker_mode,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,recompute_ms,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,session_id,ttft_ms,turn_index
full,False,"OutOfMemoryError: CUDA out of memory. Tried to allocate 884.00 MiB. GPU 0 has a total capacity of 10.75 GiB of which 161.62 MiB is free. Including non-PyTorch memory, this process has 10.59 GiB memory in use. Of the allocated memory 8.28 GiB is allocated by PyTorch, and 1.52 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,qwen2_kv_runtime,tailguardkv-base,generate,full,161.625,11011.5,10849.875,157.625,11011.5,10853.875,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,full_gpu,full/exact qwen2 runtime,"0,1",balanced_two_gpu,0.0,752.494900021702,27859.364764997736,4030.574133968912,0.0,752.8329649940133,0.3232880262658,true,"0,1",balanced_two_gpu,persistent,,,,,False,False,,,full_gpu,,,,hybrid-session-011-turn-3__pressure_r1_c1,,,,,hybrid-session-011__pressure_r1_c1,,3
