section,name,ok,error,diagnostic_output,session_trace_output,trace_semantics_gate_output,risk_signal_gate_output,policy_comparison_status,failures,config,run_dir,visual_outputs,visual_error,profile_rows,policy_rows,epsilon,delta,memory_budget_mib,count,ok_count,measured_count,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_kv_cache_memory_mib,p95_kv_cache_memory_mib,mean_global_resident_kv_mib,p95_global_resident_kv_mib,mean_quality_loss,mean_quality_estimate,p50_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,delta_slack,worst_group_violation,safe_ratio,fallback_ratio,exact_fallback_ratio,exact_action_ratio,lossy_action_ratio,unique_action_count,identical_to_full_lru,unsafe_action_count,candidate_safe_count,action_distribution,has_h0_tail_metrics,has_h1_coverage_metrics,has_h2_lite_benefit_metrics,deployable_baseline_names,experiment_type,backend_events_applicable,backend_semantics_status,backend_not_applicable_reason,session_reuse_evidence,global_resident_evolution,backend_event_evidence,active_session_peak,audit_rate,audit_sample_count,backend_distribution,budget_hit_count,budget_hit_rate,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,drift_state,evict_event_count,length_bucket_distribution,mean_cumulative_kv_mib,mean_resident_kv_mib,multi_turn_session_count,optimality_gap,oracle,oracle_cost_ms,placeholder,policy_budget_filter_rate,pred_loss_mean,primary_metric_distribution,profile_residence_share,queue_delay_ms,queue_event_count,recompute_count,recompute_time_ms,recompute_time_ms_total,restore_count,restore_time_ms,restore_time_ms_total,risk_upper_mean,session_count,switch_count,target_delta,task_distribution,task_length_distribution,triggered_evict,triggered_queue,triggered_recompute,triggered_restore,violation_rate_eps0p05
experiment,pilot-smoke-measured,False,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch006/session_traces/diagnostic_session27_trace_batch006.csv,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch006/profile_tables/pilot_session_trace_semantics_gate.json,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch006/profile_tables/pilot_session_risk_signal_gate.json,risk_evidence_insufficient,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch006,[],,80,25,0.05,0.05,23.26953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,"[""full_lru"", ""static_best"", ""static_safe"", ""utility_dynamic"", ""uncalibrated_dynamic""]",baseline_session,True,validated,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile,full_gpu,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,10.0,10.0,10.0,778.7471690913662,,3947.131057968363,3947.131057968363,16003.8359375,18184.31005859375,35.4921875,113.53125,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_exact_runtime"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_4bit_residual32,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,10.0,10.0,10.0,869.0106430789456,,3818.590225884691,3818.590225884691,15978.503662109375,18081.63330078125,12.035009765625,36.6064453125,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_4bit_residual64,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,10.0,10.0,10.0,485.222286102362,,1401.9089909270406,1401.9089909270406,15979.230517578126,18081.73486328125,12.719287109375,37.2080078125,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_2bit_residual32,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,10.0,10.0,10.0,483.5390887921676,,1382.9870109912008,1382.9870109912008,15971.396240234375,18067.20166015625,7.770068359375,22.6201171875,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_2bit_residual64,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,10.0,10.0,10.0,480.57558252476156,,1372.4786599632353,1372.4786599632353,15972.845947265625,18067.91259765625,8.578759765625,23.3310546875,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,h2o_heavy10_recent10,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,10.0,10.0,10.0,907.2624423541129,,4275.074400007725,4275.074400007725,15970.767138671876,18095.5498046875,6.906561279296875,22.6192626953125,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,h2o_heavy15_recent15,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,10.0,10.0,10.0,492.1648421790451,,1439.573073061183,1439.573073061183,15974.703759765625,18105.95263671875,10.4092529296875,33.92889404296875,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,h2o_heavy20_recent20,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,10.0,10.0,10.0,494.9570731492713,,1473.0222730431706,1473.0222730431706,15979.440087890625,18116.85546875,13.85704345703125,45.238525390625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
policy,full_lru,False,,,,,,risk_evidence_insufficient,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch006.yaml,,,,,,0.05,0.05,23.26953125,5.0,5.0,,7836.249638437107,122.18073010444641,38710.58596901037,38710.58596901037,15117.49853515625,15216.58056640625,10.675,17.3359375,10.675,17.3359375,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 5}",,,,,baseline_session,True,validated,,True,True,False,1.0,0.1,0.0,,0.0,0.0,,,,,,0.0,"{""unknown"": 5}",10.675,10.675,1.0,,False,,False,0.4,,,"{""full_gpu"": 1.0}",0.0,0.0,0.0,,0,0.0,,0,,1.0,0.0,0.05,"{""chat"": 2, ""qa"": 3}","{""chat/unknown"": 2, ""qa/unknown"": 3}",False,False,False,False,
