section,name,ok,error,diagnostic_output,failures,config,profile_rows,policy_rows,epsilon,delta,memory_budget_mib,count,ok_count,measured_count,mean_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,delta_slack,worst_group_violation,safe_ratio,fallback_ratio,exact_fallback_ratio,lossy_action_ratio,unique_action_count,identical_to_full_lru,unsafe_action_count,candidate_safe_count,action_distribution
experiment,pilot-smoke-measured,False,"profile 表第 1 行字段不完整，缺少 ['measured=True', 'ok=True']: request=longbench_qasper_000000 profile=kivi_4bit_residual32 path=out/profile_tables/pilot_50_measured_profiles.csv",out/profile_tables/pilot_50_measured_profiles_failed_chunks.csv,"[{""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000000""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000001""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000002""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000003""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000004""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000005""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000006""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000007""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000008""}, {""adapter"": ""kivi"", ""env"": ""edgekv-kivi"", ""error"": ""KIVI proof/runtime failed (kivi_4bit_residual32): KIVI proof missing: no quantized cache block and/or quant GEMV kernel call was observed. quantized_layers=0 kernel_calls=0"", ""measured"": false, ""ok"": false, ""profile"": ""kivi_4bit_residual32"", ""request_id"": ""longbench_qasper_000009""}]",configs/pilot_50.yaml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
