action_profile,audit_rate,candidate_safe_count,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,drift_state,epsilon,error,exact,fallback_reason,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,pred_loss,quality_loss,reason,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_memory_mib,risk_upper,safe,task,ttft_ms
full_gpu,,,,,,,,,,,True,,73.0078125,3522.696875035763,long,True,True,,False,,5106.14990234375,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000100,8648.62109375,,,qa_long_context,2968.0213779211044
full_gpu,,,,,,,,,,,True,,7.4375,630.475215613842,short,True,True,,False,,4357.51123046875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000150,8648.62109375,,,summary,72.69072160124779
full_gpu,,,,,,,,,,,True,,34.5078125,836.9804956018925,long,True,True,,False,,4664.96826171875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000151,8648.62109375,,,summary,281.7678526043892
full_gpu,,,,,,,,,,,True,,20.6171875,743.194505572319,medium,True,True,,False,,4507.23974609375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000152,8648.62109375,,,summary,182.47387930750847
full_gpu,,,,,,,,,,,True,,64.09375,1138.4150795638561,long,True,True,,False,,5009.06982421875,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000101,8648.62109375,,,qa_long_context,583.0949805676937
full_gpu,,,,,,,,,,,True,,5.4140625,613.0039505660534,short,True,True,,False,,4334.53076171875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000157,8648.62109375,,,summary,65.3407871723175
full_gpu,,,,,,,,,,,True,,32.6484375,829.8874273896217,long,True,True,,False,,4643.88037109375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000153,8648.62109375,,,summary,275.20857751369476
full_gpu,,,,,,,,,,,True,,8.3671875,646.0032425820827,medium,True,True,,False,,4368.07177734375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000154,8648.62109375,,,summary,92.59214252233505
full_gpu,,,,,,,,,,,True,,68.6875,1086.801566183567,long,True,True,,False,,5059.39794921875,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000102,8648.62109375,,,qa_long_context,542.5973534584045
full_gpu,,,,,,,,,,,True,,5.25,602.9878482222557,short,True,True,,False,,4332.66748046875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000167,8648.62109375,,,summary,64.93548676371574
full_gpu,,,,,,,,,,,True,,25.7578125,3113.681875169277,long,True,True,,False,,4567.34130859375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000158,8622.25,,,summary,2541.914578527212
full_gpu,,,,,,,,,,,True,,24.171875,785.2895148098469,medium,True,True,,False,,4547.57568359375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000155,8622.25,,,summary,241.6350692510605
full_gpu,,,,,,,,,,,True,,66.828125,1105.9859655797482,long,True,True,,False,,5038.88037109375,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000103,8622.25,,,qa_long_context,564.5439401268959
full_gpu,,,,,,,,,,,True,,5.46875,624.7931905090809,short,True,True,,False,,4335.15185546875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000174,8622.25,,,summary,64.46611136198044
full_gpu,,,,,,,,,,,True,,37.515625,858.4500215947628,long,True,True,,False,,4699.13037109375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000160,8622.25,,,summary,301.3778440654278
full_gpu,,,,,,,,,,,True,,25.046875,768.7771692872047,medium,True,True,,False,,4559.44287109375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000156,8622.25,,,summary,219.02785450220108
full_gpu,,,,,,,,,,,True,,68.4140625,1104.8033833503723,long,True,True,,False,,5055.84130859375,False,full_lru,,0.0,full precision exact profile,,,,longbench_qasper_000104,8622.25,,,qa_long_context,539.6568141877651
full_gpu,,,,,,,,,,,True,,2.953125,607.291717082262,short,True,True,,False,,4306.94287109375,False,full_lru,,0.0,full precision exact profile,,,,xsum_000194,8622.25,,,summary,54.95120212435722
full_gpu,,,,,,,,,,,True,,39.921875,838.2907137274742,long,True,True,,False,,4726.46044921875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000164,8622.25,,,summary,306.4289912581444
full_gpu,,,,,,,,,,,True,,20.8359375,718.6726704239845,medium,True,True,,False,,4509.68701171875,False,full_lru,,0.0,full precision exact profile,,,,xsum_000159,8622.25,,,summary,181.05090782046318
