section,name,ok,error,diagnostic_output,session_trace_output,trace_semantics_gate_output,risk_signal_gate_output,policy_comparison_status,failures,config,run_dir,visual_outputs,visual_error,profile_rows,policy_rows,epsilon,delta,memory_budget_mib,count,ok_count,measured_count,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_kv_cache_memory_mib,p95_kv_cache_memory_mib,mean_global_resident_kv_mib,p95_global_resident_kv_mib,mean_quality_loss,mean_quality_estimate,p50_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,delta_slack,worst_group_violation,safe_ratio,fallback_ratio,exact_fallback_ratio,exact_action_ratio,lossy_action_ratio,unique_action_count,identical_to_full_lru,unsafe_action_count,candidate_safe_count,action_distribution,has_h0_tail_metrics,has_h1_coverage_metrics,has_h2_lite_benefit_metrics,deployable_baseline_names,experiment_type,backend_events_applicable,backend_semantics_status,backend_not_applicable_reason,session_reuse_evidence,global_resident_evolution,backend_event_evidence,active_session_peak,audit_rate,audit_sample_count,backend_distribution,budget_hit_count,budget_hit_rate,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,drift_state,evict_event_count,length_bucket_distribution,mean_cumulative_kv_mib,mean_resident_kv_mib,multi_turn_session_count,optimality_gap,oracle,oracle_cost_ms,placeholder,policy_budget_filter_rate,pred_loss_mean,primary_metric_distribution,profile_residence_share,queue_delay_ms,queue_event_count,recompute_count,recompute_time_ms,recompute_time_ms_total,restore_count,restore_time_ms,restore_time_ms_total,risk_upper_mean,session_count,switch_count,target_delta,task_distribution,task_length_distribution,triggered_evict,triggered_queue,triggered_recompute,triggered_restore,violation_rate_eps0p05
experiment,pilot-smoke-measured,False,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009/session_traces/diagnostic_session27_trace_batch009.csv,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009/profile_tables/pilot_session_trace_semantics_gate.json,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009/profile_tables/pilot_session_risk_signal_gate.json,risk_evidence_insufficient,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,[],,80,25,0.05,0.05,14.013671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,"[""full_lru"", ""static_best"", ""static_safe"", ""utility_dynamic"", ""uncalibrated_dynamic""]",baseline_session,True,validated,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile,full_gpu,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,10.0,10.0,10.0,716.2523390958086,,4027.094248216599,4027.094248216599,15825.90087890625,17772.873046875,29.01171875,98.2734375,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_exact_runtime"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_4bit_residual32,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,10.0,10.0,10.0,761.4024971146137,,3757.873844122514,3757.873844122514,15801.91318359375,17663.02294921875,9.8951904296875,31.406005859375,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_4bit_residual64,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,10.0,10.0,10.0,400.9162373840809,,1090.9069529734552,1090.9069529734552,15802.93759765625,17663.72607421875,10.76181640625,32.007568359375,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_2bit_residual32,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,10.0,10.0,10.0,389.0552334720269,,1090.2478490024805,1090.2478490024805,15796.14345703125,17650.52685546875,6.4194580078125,19.248291015625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,kivi_2bit_residual64,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,10.0,10.0,10.0,401.84480000752956,,1094.8979400563985,1094.8979400563985,15797.94541015625,17651.94873046875,7.44365234375,19.959228515625,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_kivi"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,h2o_heavy10_recent10,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,10.0,10.0,10.0,814.7771023912355,,4167.704639956355,4167.704639956355,15793.81240234375,17657.912109375,5.59991455078125,19.5447998046875,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,h2o_heavy15_recent15,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,10.0,10.0,10.0,413.8852351810783,,1137.9494389984757,1137.9494389984757,15797.180908203125,17671.60400390625,8.443792724609375,29.31719970703125,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
profile,h2o_heavy20_recent20,False,,,,,,,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,10.0,10.0,10.0,405.0553941866383,,1137.3976550530642,1137.3976550530642,15801.27724609375,17684.5439453125,11.276690673828124,39.089599609375,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,baseline_session,,,,,,,,,,"{""qwen2_h2o"": 10}",,,,,,,,,,,,,,,,,,,"{""em"": 4, ""f1"": 3, ""rouge_l"": 3}",,,,,,,,,,,,,,,,,,,,0.0
policy,full_lru,False,,,,,,risk_evidence_insufficient,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,0.05,0.05,14.013671875,5.0,5.0,,8045.918166828155,107.94562892988324,39808.48984888196,39808.48984888196,15105.38701171875,15197.041015625,6.0921875,13.125,6.0921875,13.125,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 5}",,,,,baseline_session,True,validated,,True,True,True,1.0,0.1,0.0,,1.0,0.2,,,,,,1.0,"{""unknown"": 5}",9.1546875,6.0921875,1.0,,False,,False,0.4,,,"{""full_gpu"": 1.0}",0.0,0.0,0.0,,0,0.0,,0,,1.0,0.0,0.05,"{""chat"": 2, ""qa"": 3}","{""chat/unknown"": 2, ""qa/unknown"": 3}",True,False,False,False,
