action_profile,active_session_count,audit_rate,audit_selected,backend_budget_hit,backend_name,budget_hit,candidate_safe_count,config,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,diagnostic_only,drift_state,epsilon,error,evicted_kv_mib,exact,fallback_reason,global_budget_mib,global_resident_kv_mib,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,observed_quality_loss,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,policy_budget_filtered,pred_loss,predicted_quality_loss,primary_profile,quality_estimate,quality_loss,quality_status,queue_delay_ms,reason,recompute_ms,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,risk_upper,run_dir,safe,safety_reason,session_id,task,ttft_ms,turn_index,violation_status
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,True,,,,0,True,,14.013671875,2.40625,2.40625,2.40625,2.40625,40937.274605989456,unknown,True,,True,,False,,15078.29541015625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-020-turn-0,2.40625,0.0,2.40625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,,,hybrid-session-020,chat,39808.48984888196,0,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,True,,,,0,True,,14.013671875,4.265625,4.265625,4.265625,1.859375,1539.5746279973537,unknown,True,,True,,False,,15066.43896484375,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-020-turn-1,4.265625,2.40625,4.265625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,,,hybrid-session-020,chat,111.56402714550495,1,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,True,,,,0,True,,14.013671875,10.6640625,10.6640625,10.6640625,6.3984375,1554.3087050318718,unknown,True,,True,,False,,15197.041015625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-020-turn-2,10.6640625,4.265625,10.6640625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,,,hybrid-session-020,qa,107.94562892988324,2,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,True,,,,0,True,,14.013671875,13.125,13.125,13.125,2.4609375,1546.8609030358493,unknown,True,,True,,False,,15095.720703125,False,full_lru,True,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-020-turn-3,13.125,10.6640625,13.125,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,,,hybrid-session-020,qa,101.80454608052969,3,risk_evidence_insufficient
full_gpu,1.0,0.1,False,True,online_qwen,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,,True,,,,15.3125,True,,14.013671875,0.0,0.0,15.3125,2.1875,1539.2133351415396,unknown,True,,True,,False,,15089.43896484375,False,full_lru,True,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-020-turn-4,0.0,13.125,0.0,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,,,hybrid-session-020,qa,99.78678310289979,4,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,0.05,True,,0.05,,0,True,,14.013671875,2.40625,2.40625,2.40625,2.40625,42115.59464287758,unknown,True,,True,,False,,15078.29541015625,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,0.0,,,,hybrid-session-020-turn-0,2.40625,0.0,2.40625,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,True,exact fallback,hybrid-session-020,chat,40671.603246999905,0,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,0.05,True,,0.05,,0,True,,14.013671875,4.265625,4.265625,4.265625,1.859375,1552.0995308179408,unknown,True,,True,,False,,15066.43896484375,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,0.0,,,,hybrid-session-020-turn-1,4.265625,2.40625,4.265625,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,True,exact fallback,hybrid-session-020,chat,105.71469087153673,1,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,0.05,True,,0.05,,0,True,,14.013671875,10.6640625,10.6640625,10.6640625,6.3984375,1559.749027946964,unknown,True,,True,,False,,15197.041015625,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,0.0,,,,hybrid-session-020-turn-2,10.6640625,4.265625,10.6640625,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,True,exact fallback,hybrid-session-020,qa,124.58780501037836,2,risk_evidence_insufficient
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,0.05,True,,0.05,,0,True,,14.013671875,13.125,13.125,13.125,2.4609375,1554.848289815709,unknown,True,,True,,False,,15095.720703125,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,0.0,,,,hybrid-session-020-turn-3,13.125,10.6640625,13.125,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,True,exact fallback,hybrid-session-020,qa,108.54834783822298,3,risk_evidence_insufficient
full_gpu,1.0,0.1,False,True,online_qwen,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/configs/batch009.yaml,,,,,0.05,True,,0.05,,15.3125,True,,14.013671875,0.0,0.0,15.3125,2.1875,1551.618536002934,unknown,True,,True,,False,,15089.43896484375,True,static_best,False,0.0,0.0,full_gpu,0.0,,risk_evidence_insufficient,0.0,static_best,0.0,,,,hybrid-session-020-turn-4,0.0,13.125,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV-exclude-batch7/out/session_exlude_batch7/batch_outputs/batch009,True,exact fallback,hybrid-session-020,qa,112.31883591972291,4,risk_evidence_insufficient
