config,run_dir,policy,memory_budget_mib,epsilon,delta,mean_quality_loss,p50_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,worst_group_violation,delta_slack,safe_ratio,risk_upper_mean,pred_loss_mean,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_kv_cache_memory_mib,p95_kv_cache_memory_mib,fallback_ratio,exact_fallback_ratio,exact_action_ratio,lossy_action_ratio,candidate_safe_count,controller_overhead_ms,controller_qrp_ms,controller_cg_ms,controller_stc_ms,oracle_cost_ms,optimality_gap,audit_rate,action_distribution
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,full_lru,2000.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,,357.1460846811533,174.88570883870125,2034.6498638391495,2158.7329618632793,6804.79505859375,7127.7138671875,18.8890625,46.484375,0.0,0.0,1.0,0.0,,,,,,,,,"{""full_gpu"": 100}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,static_best,2000.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,357.1460846811533,174.88570883870125,2034.6498638391495,2158.7329618632793,6804.79505859375,7127.7138671875,18.8890625,46.484375,1.0,1.0,1.0,0.0,,,,,,,,,"{""full_gpu"": 100}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,static_safe,2000.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,357.1460846811533,174.88570883870125,2034.6498638391495,2158.7329618632793,6804.79505859375,7127.7138671875,18.8890625,46.484375,1.0,1.0,1.0,0.0,,,,,,,,,"{""full_gpu"": 100}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,utility_dynamic,2000.0,0.05,0.05,0.96,1.0,1.0,1.0,1.0,0.96,1.0,-0.9099999999999999,0.0,1.0041477272727275,0.8669696969696963,405.49883909523487,226.87721624970436,1982.1874983608723,2186.5801364183426,15551.551572265626,16314.4541015625,6.165396118164063,18.33697509765625,0.0,0.0,0.0,1.0,1.0,,,,,,,,"{""h2o_heavy10_recent10"": 32, ""h2o_heavy20_recent20"": 68}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,uncalibrated_dynamic,2000.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,357.1460846811533,174.88570883870125,2034.6498638391495,2158.7329618632793,6804.79505859375,7127.7138671875,18.8890625,46.484375,1.0,1.0,1.0,0.0,1.0,,,,,,,,"{""full_gpu"": 100}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,full_lru,2500.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,,357.1460846811533,174.88570883870125,2034.6498638391495,2158.7329618632793,6804.79505859375,7127.7138671875,18.8890625,46.484375,0.0,0.0,1.0,0.0,,,,,,,,,"{""full_gpu"": 100}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,static_best,2500.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,357.1460846811533,174.88570883870125,2034.6498638391495,2158.7329618632793,6804.79505859375,7127.7138671875,18.8890625,46.484375,1.0,1.0,1.0,0.0,,,,,,,,,"{""full_gpu"": 100}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,static_safe,2500.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,357.1460846811533,174.88570883870125,2034.6498638391495,2158.7329618632793,6804.79505859375,7127.7138671875,18.8890625,46.484375,1.0,1.0,1.0,0.0,,,,,,,,,"{""full_gpu"": 100}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,utility_dynamic,2500.0,0.05,0.05,0.96,1.0,1.0,1.0,1.0,0.96,1.0,-0.9099999999999999,0.0,1.0041477272727275,0.8669696969696963,405.49883909523487,226.87721624970436,1982.1874983608723,2186.5801364183426,15551.551572265626,16314.4541015625,6.165396118164063,18.33697509765625,0.0,0.0,0.0,1.0,1.0,,,,,,,,"{""h2o_heavy10_recent10"": 32, ""h2o_heavy20_recent20"": 68}"
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/configs/pilot.yaml,out/20260808_120837_pilot,uncalibrated_dynamic,2500.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,357.1460846811533,174.88570883870125,2034.6498638391495,2158.7329618632793,6804.79505859375,7127.7138671875,18.8890625,46.484375,1.0,1.0,1.0,0.0,1.0,,,,,,,,"{""full_gpu"": 100}"
