action_profile,active_session_count,audit_rate,audit_selected,backend_budget_hit,backend_name,budget_hit,candidate_safe_count,config,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,diagnostic_only,drift_state,epsilon,error,evicted_kv_mib,exact,fallback_reason,global_budget_mib,global_resident_kv_mib,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,observed_quality_loss,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,policy_budget_filtered,pred_loss,predicted_quality_loss,primary_profile,quality_estimate,quality_loss,quality_status,queue_delay_ms,reason,recompute_ms,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,risk_upper,run_dir,safe,safety_reason,session_id,task,ttft_ms,turn_index,violation_status
full_gpu,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,,False,,,,0.0,True,,80.0,2.078125,1.1484375,1.1484375,1.1484375,1146.2555341422558,short,True,,True,,False,,15045.32470703125,False,full_lru,False,,,full_gpu,,0.0,,0.0,full precision exact profile,0.0,,,,hybrid-session-001-turn-0,1.1484375,0.0,1.1484375,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,,,hybrid-session-001,chat,76.23081910423934,0,
full_gpu,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,,False,,,,0.0,True,,80.0,6.9453125,4.5390625,4.5390625,3.390625,1186.799474991858,short,True,,True,,False,,15138.64111328125,False,full_lru,False,,,full_gpu,,0.0,,0.0,full precision exact profile,0.0,,,,hybrid-session-001-turn-1,4.5390625,1.1484375,4.5390625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,,,hybrid-session-001,chat,93.18889607675374,1,
full_gpu,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,,False,,,,0.0,True,,80.0,29.421875,14.0,14.0,9.4609375,1238.118624780327,medium,True,,True,,False,,15404.193359375,False,full_lru,False,,,full_gpu,,0.0,,0.0,full precision exact profile,0.0,,,,hybrid-session-001-turn-2,14.0,4.5390625,14.0,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,,,hybrid-session-001,summary,151.4131708536297,2,
full_gpu,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,,False,,,,0.0,True,,80.0,66.7734375,49.2734375,49.2734375,35.2734375,1538.0449190270156,long,True,,True,,False,,16385.28466796875,False,full_lru,False,,,full_gpu,,0.0,,0.0,full precision exact profile,0.0,,,,hybrid-session-001-turn-3,49.2734375,14.0,49.2734375,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,,,hybrid-session-001,summary,452.70806504413486,3,
full_gpu,2.0,0.1,False,True,measured_replay,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,,False,,,,43.046875,True,,80.0,80.0,60.640625,84.328125,35.0546875,1901.039941771701,long,True,,True,,False,,17364.00732421875,False,full_lru,True,,,full_gpu,,0.0,,0.64921875,full precision exact profile,0.0,,,,hybrid-session-001-turn-4,60.640625,0.0,60.640625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,,,hybrid-session-001,summary,829.1603488147259,4,
h2o_heavy20_recent20,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,0.2196044921875,0.10980224609375,0.10980224609375,0.10980224609375,1793.3629991021007,short,True,,True,,False,,15044.59619140625,True,static_best,False,0.0,0.0,h2o_heavy20_recent20,0.0,0.0,,0.0,static_best,0.0,,,,hybrid-session-001-turn-0,0.10980224609375,0.0,0.10980224609375,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,calibrated safe,hybrid-session-001,chat,115.78580597415566,0,
h2o_heavy20_recent20,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,1.9764404296875,1.42742919921875,1.42742919921875,1.317626953125,1870.4700560774654,short,True,,True,,False,,15135.83447265625,True,static_best,False,0.0,0.0,h2o_heavy20_recent20,0.0,0.0,,0.0,static_best,0.0,,,,hybrid-session-001-turn-1,1.42742919921875,0.10980224609375,1.42742919921875,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,calibrated safe,hybrid-session-001,chat,153.7122679874301,1,
h2o_heavy20_recent20,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,11.09002685546875,5.2705078125,5.2705078125,3.84307861328125,1948.7136350944638,medium,True,,True,,False,,15392.8134765625,True,static_best,False,0.06153846153846154,0.06153846153846154,h2o_heavy20_recent20,0.06153846153846154,0.0,,0.0,static_best,0.0,,,,hybrid-session-001-turn-2,5.2705078125,1.42742919921875,5.2705078125,0.0,0.36923076923076925,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,False,calibrated unsafe,hybrid-session-001,summary,223.12847315333784,2,
h2o_heavy20_recent20,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,26.1329345703125,19.43499755859375,19.43499755859375,14.16448974609375,2263.246068963781,long,True,,True,,False,,16351.2578125,True,static_best,False,0.06153846153846154,0.06153846153846154,h2o_heavy20_recent20,0.06153846153846154,0.0,,0.0,static_best,0.0,,,,hybrid-session-001-turn-3,19.43499755859375,5.2705078125,19.43499755859375,0.0,0.36923076923076925,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,False,calibrated unsafe,hybrid-session-001,summary,533.5860790219158,3,
h2o_heavy20_recent20,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,40.846435546875,33.48968505859375,33.48968505859375,14.0546875,2768.6217280570418,long,True,,True,,False,,17305.0205078125,True,static_best,False,0.06153846153846154,0.06153846153846154,h2o_heavy20_recent20,0.06153846153846154,0.0,,0.0,static_best,0.0,,,,hybrid-session-001-turn-4,33.48968505859375,19.43499755859375,33.48968505859375,0.0,0.36923076923076925,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,False,calibrated unsafe,hybrid-session-001,summary,1018.5615781228989,4,
kivi_4bit_residual32,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,2.078125,1.1484375,1.1484375,1.1484375,1282.5691108591855,short,True,,True,,False,,15052.03759765625,True,static_safe,False,0.0,0.0,kivi_4bit_residual32,0.0,0.0,,0.0,static_safe,0.0,,,,hybrid-session-001-turn-0,1.1484375,0.0,1.1484375,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,calibrated safe,hybrid-session-001,chat,85.06557787768543,0,
kivi_4bit_residual32,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,3.956298828125,2.377197265625,2.377197265625,1.228759765625,2234.7383371088654,short,True,,True,,False,,15142.37939453125,True,static_safe,False,0.0,0.0,kivi_4bit_residual32,0.0,0.0,,0.0,static_safe,0.0,,,,hybrid-session-001-turn-1,2.377197265625,1.1484375,2.377197265625,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,calibrated safe,hybrid-session-001,chat,182.0784721057862,1,
full_gpu,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,True,calibrated unsafe,80.0,29.421875,14.0,14.0,9.4609375,1238.118624780327,medium,True,,True,,False,,15404.193359375,True,static_safe,False,0.0,0.0,kivi_4bit_residual32,0.0,0.0,,0.0,static_safe,0.0,0.06153846153846154,kivi_4bit_residual32,0.36923076923076925,hybrid-session-001-turn-2,14.0,2.377197265625,14.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,calibrated unsafe,hybrid-session-001,summary,151.4131708536297,2,
full_gpu,2.0,0.1,False,False,measured_replay,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,True,calibrated unsafe,80.0,66.7734375,49.2734375,49.2734375,35.2734375,1538.0449190270156,long,True,,True,,False,,16385.28466796875,True,static_safe,False,0.0,0.0,kivi_4bit_residual32,0.0,0.0,,0.0,static_safe,0.0,0.06153846153846154,kivi_4bit_residual32,0.36923076923076925,hybrid-session-001-turn-3,49.2734375,14.0,49.2734375,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,calibrated unsafe,hybrid-session-001,summary,452.70806504413486,3,
full_gpu,2.0,0.1,False,True,measured_replay,True,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,43.046875,True,calibrated unsafe,80.0,80.0,60.640625,84.328125,35.0546875,1901.039941771701,long,True,,True,,False,,17364.00732421875,True,static_safe,False,0.0,0.0,kivi_4bit_residual32,0.0,0.0,,0.64921875,static_safe,0.0,0.06153846153846154,kivi_4bit_residual32,0.36923076923076925,hybrid-session-001-turn-4,60.640625,0.0,60.640625,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,calibrated unsafe,hybrid-session-001,summary,829.1603488147259,4,
kivi_2bit_residual32,2.0,0.1,False,False,measured_replay,False,8.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,2.078125,1.1484375,1.1484375,1.1484375,1303.697609109804,short,True,,True,,False,,15049.24072265625,True,utility_dynamic,False,0.0,0.0,kivi_2bit_residual32,0.0,0.0,,0.0,utility_dynamic,0.0,,,,hybrid-session-001-turn-0,1.1484375,0.0,1.1484375,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,,hybrid-session-001,chat,94.23837391659617,0,
kivi_2bit_residual32,2.0,0.1,False,False,measured_replay,False,8.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,3.412841796875,1.984130859375,1.984130859375,0.835693359375,2041.1748678889126,short,True,,True,,False,,15139.24072265625,True,utility_dynamic,False,0.0,0.0,kivi_2bit_residual32,0.0,0.0,,0.0,utility_dynamic,0.0,,,,hybrid-session-001-turn-1,1.984130859375,1.1484375,1.984130859375,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,,hybrid-session-001,chat,181.32768291980028,1,
kivi_2bit_residual32,2.0,0.1,False,False,measured_replay,False,1.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,7.51611328125,3.3359375,3.3359375,1.351806640625,2139.8681881837547,medium,True,,True,,False,,15393.95849609375,True,utility_dynamic,False,0.06153846153846154,0.06153846153846154,kivi_2bit_residual32,0.06153846153846154,0.0,,0.0,utility_dynamic,0.0,,,,hybrid-session-001-turn-2,3.3359375,1.984130859375,3.3359375,0.0,0.36923076923076925,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,False,,hybrid-session-001,summary,245.4209211282432,2,
kivi_2bit_residual32,2.0,0.1,False,False,measured_replay,False,1.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,14.240966796875,10.060791015625,10.060791015625,6.724853515625,2962.0789168402553,long,True,,True,,False,,16339.7265625,True,utility_dynamic,False,0.06153846153846154,0.06153846153846154,kivi_2bit_residual32,0.06153846153846154,0.0,,0.0,utility_dynamic,0.0,,,,hybrid-session-001-turn-3,10.060791015625,3.3359375,10.060791015625,0.0,0.36923076923076925,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,False,,hybrid-session-001,summary,536.6044649854302,3,
kivi_2bit_residual32,2.0,0.1,False,False,measured_replay,False,1.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,21.041015625,16.65576171875,16.65576171875,6.594970703125,3399.472960969433,long,True,,True,,False,,17280.6337890625,True,utility_dynamic,False,0.06153846153846154,0.06153846153846154,kivi_2bit_residual32,0.06153846153846154,0.0,,0.0,utility_dynamic,0.0,,,,hybrid-session-001-turn-4,16.65576171875,10.060791015625,16.65576171875,0.0,0.36923076923076925,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,False,,hybrid-session-001,summary,991.517644841224,4,
h2o_heavy20_recent20,2.0,0.1,False,False,measured_replay,False,8.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/configs/baseline_wide_sweep_fourth.yaml,,,,,0.1,False,,0.1,,0.0,False,,80.0,0.2196044921875,0.10980224609375,0.10980224609375,0.10980224609375,1793.3629991021007,short,True,,True,,False,,15044.59619140625,True,uncalibrated_dynamic,False,0.0,0.0,h2o_heavy20_recent20,0.0,0.0,,0.0,uncalibrated_dynamic,0.0,,,,hybrid-session-001-turn-0,0.10980224609375,0.0,0.10980224609375,0.0,0.0,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/baseline_smoke_final_rerun_20260913,True,point_prediction_eligible,hybrid-session-001,chat,115.78580597415566,0,
