adapter,budget_hit,error,evicted_kv_mib,extra_backend,extra_bits,extra_cache_rebuild_reason,extra_cache_reused,extra_env,extra_failure_stage,extra_family,extra_gpu0_free_mib,extra_gpu0_total_mib,extra_gpu0_used_mib,extra_gpu1_free_mib,extra_gpu1_total_mib,extra_gpu1_used_mib,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_model,extra_profile,extra_prompt_tokens,extra_runtime_cuda_visible_devices,extra_runtime_device_strategy,extra_stage_decode_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_unsupported,extra_worker_cuda_visible_devices,extra_worker_device_strategy,extra_worker_mode,extra_worker_state_lost,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,recompute_ms,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,session_id,ttft_ms,turn_index
kivi,False,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.29 GiB. GPU 1 has a total capacity of 10.75 GiB of which 1.20 GiB is free. Including non-PyTorch memory, this process has 9.55 GiB memory in use. Of the allocated memory 8.47 GiB is allocated by PyTorch, and 292.52 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,qwen2_kivi,4,history_turns_present,False,edgekv-kivi,generate,kivi,1005.625,11011.5,10005.875,1227.625,11011.5,9783.875,quantized,32,5628,True,3276,252,142464,32,16,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,kivi_4bit_residual32,2269,,balanced_two_gpu,0.0,1293.4336040634662,23798.08780993335,4099.448618013412,0.0,1293.6917748302221,0.24861283600330353,true,,balanced_two_gpu,persistent,true,,,,,False,False,,,kivi_4bit_residual32,,,,hybrid-session-019-turn-4,,,,,hybrid-session-019,,4
